##########################################################################
# Parameters for the APBS Vparam class from the AMBER PARM94 force field
# Adapted by Todd Dolinsky and Nathan Baker
#
# Format:
#  <RESIDUE> <ATOM> <CHARGE> <RADIUS> <EPSILON>
# where <RESIDUE> is the residue name, <ATOM> is the atom name, <CHARGE>
# is the atomic charge in e, <RADIUS> is the van der Waals radius in 
# A, and <EPSILON> is the van der Waals well depth in kJ/mol.
##########################################################################
ACE	C	0.597200000	1.908000000	0.359824000
ACE	CH3	-0.366200000	1.908000000	0.457729600
ACE	HH31	0.112300000	1.487000000	0.065688800
ACE	HH32	0.112300000	1.487000000	0.065688800
ACE	HH33	0.112300000	1.487000000	0.065688800
ACE	O	-0.567900000	1.661200000	0.878640000
ALA	C	0.597300000	1.908000000	0.359824000
ALA	CA	0.033700000	1.908000000	0.457729600
ALA	CB	-0.182500000	1.908000000	0.457729600
ALA	H	0.271900000	0.600000000	0.065688800
ALA	HA	0.082300000	1.387000000	0.065688800
ALA	HB1	0.060300000	1.487000000	0.065688800
ALA	HB2	0.060300000	1.487000000	0.065688800
ALA	HB3	0.060300000	1.487000000	0.065688800
ALA	N	-0.415700000	1.824000000	0.711280000
ALA	O	-0.567900000	1.661200000	0.878640000
ARG	C	0.734100000	1.908000000	0.359824000
ARG	CA	-0.263700000	1.908000000	0.457729600
ARG	CB	-0.000700000	1.908000000	0.457729600
ARG	CD	0.048600000	1.908000000	0.457729600
ARG	CG	0.039000000	1.908000000	0.457729600
ARG	CZ	0.807600000	1.908000000	0.359824000
ARG	H	0.274700000	0.600000000	0.065688800
ARG	HA	0.156000000	1.387000000	0.065688800
ARG	HB2	0.032700000	1.487000000	0.065688800
ARG	HB3	0.032700000	1.487000000	0.065688800
ARG	HD2	0.068700000	1.387000000	0.065688800
ARG	HD3	0.068700000	1.387000000	0.065688800
ARG	HE	0.345600000	0.600000000	0.065688800
ARG	HG2	0.028500000	1.487000000	0.065688800
ARG	HG3	0.028500000	1.487000000	0.065688800
ARG	HH11	0.447800000	0.600000000	0.065688800
ARG	HH12	0.447800000	0.600000000	0.065688800
ARG	HH21	0.447800000	0.600000000	0.065688800
ARG	HH22	0.447800000	0.600000000	0.065688800
ARG	N	-0.347900000	1.824000000	0.711280000
ARG	NE	-0.529500000	1.824000000	0.711280000
ARG	NH1	-0.862700000	1.824000000	0.711280000
ARG	NH2	-0.862700000	1.824000000	0.711280000
ARG	O	-0.589400000	1.661200000	0.878640000
ASH	C	0.597300000	1.908000000	0.359824000
ASH	CA	0.034100000	1.908000000	0.457729600
ASH	CB	-0.031600000	1.908000000	0.457729600
ASH	CG	0.646200000	1.908000000	0.359824000
ASH	H	0.271900000	0.600000000	0.065688800
ASH	HA	0.086400000	1.387000000	0.065688800
ASH	HB2	0.048800000	1.487000000	0.065688800
ASH	HB3	0.048800000	1.487000000	0.065688800
ASH	HD2	0.474700000	0.000000000	0.000000000
ASH	N	-0.415700000	1.824000000	0.711280000
ASH	O	-0.567900000	1.661200000	0.878640000
ASH	OD1	-0.555400000	1.661200000	0.878640000
ASH	OD2	-0.637600000	1.721000000	0.880313600
ASN	C	0.597300000	1.908000000	0.359824000
ASN	CA	0.014300000	1.908000000	0.457729600
ASN	CB	-0.204100000	1.908000000	0.457729600
ASN	CG	0.713000000	1.908000000	0.359824000
ASN	H	0.271900000	0.600000000	0.065688800
ASN	HA	0.104800000	1.387000000	0.065688800
ASN	HB2	0.079700000	1.487000000	0.065688800
ASN	HB3	0.079700000	1.487000000	0.065688800
ASN	HD21	0.419600000	0.600000000	0.065688800
ASN	HD22	0.419600000	0.600000000	0.065688800
ASN	N	-0.415700000	1.824000000	0.711280000
ASN	ND2	-0.919100000	1.824000000	0.711280000
ASN	O	-0.567900000	1.661200000	0.878640000
ASN	OD1	-0.593100000	1.661200000	0.878640000
ASP	C	0.536600000	1.908000000	0.359824000
ASP	CA	0.038100000	1.908000000	0.457729600
ASP	CB	-0.030300000	1.908000000	0.457729600
ASP	CG	0.799400000	1.908000000	0.359824000
ASP	H	0.293600000	0.600000000	0.065688800
ASP	HA	0.088000000	1.387000000	0.065688800
ASP	HB2	-0.012200000	1.487000000	0.065688800
ASP	HB3	-0.012200000	1.487000000	0.065688800
ASP	N	-0.516300000	1.824000000	0.711280000
ASP	O	-0.581900000	1.661200000	0.878640000
ASP	OD1	-0.801400000	1.661200000	0.878640000
ASP	OD2	-0.801400000	1.661200000	0.878640000
CALA	C	0.773100000	1.908000000	0.359824000
CALA	CA	-0.174700000	1.908000000	0.457729600
CALA	CB	-0.209300000	1.908000000	0.457729600
CALA	H	0.268100000	0.600000000	0.065688800
CALA	HA	0.106700000	1.387000000	0.065688800
CALA	HB1	0.076400000	1.487000000	0.065688800
CALA	HB2	0.076400000	1.487000000	0.065688800
CALA	HB3	0.076400000	1.487000000	0.065688800
CALA	N	-0.382100000	1.824000000	0.711280000
CALA	O	-0.805500000	1.661200000	0.878640000
CALA	OXT	-0.805500000	1.661200000	0.878640000
CARG	C	0.855700000	1.908000000	0.359824000
CARG	CA	-0.306800000	1.908000000	0.457729600
